Titulo,Ano,Duracao,Temporadas,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
We Bare Bears,2015,30 min,2 Seasons,Netflix,7+,7.9/10,67/100,"Grizzly, Panda and Ice Bear are three adopted bear brothers struggling against their animal instincts to fit into the civilized, modern human world."
Gurren Lagann,2007,24 min,1 Season,Netflix,16+,8.3/10,66/100,"When a young laborer escapes to the world aboveground, he discovers a violent land in which humans battle robots controlled by a power-hungry noble."
Friends from College,2017,30 min,2 Seasons,Netflix,18+,6.9/10,66/100,"Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age."
Jericho,2006,45 min,2 Seasons,Netflix,16+,7.3/10,66/100,"Jake returns to his Kansas town to collect an inheritance, but a nuclear blast cuts off the outside world and makes him a reluctant leader amid chaos."
Tidelands,2018,60 min,1 Season,Netflix,18+,7.0/10,66/100,"Ex-con Cal McTeer's return to her hometown of Orphelin Bay blows the lid off a generations-long conspiracy of silence around murder, drugs and Sirens."
Dear White People,2017,30 min,4 Seasons,Netflix,18+,6.2/10,66/100,"Students of color navigate the daily slights and slippery politics of life at an Ivy League college that's not nearly as ""post-racial"" as it thinks."
Dare Me,2019,42 min,1 Season,Netflix,18+,6.7/10,66/100,"Relationships topple and loyalties flip when an icy new cheerleading coach takes over the high school squad ruled by Beth and her devoted BFF, Addy."
Ouran High School Host Club,2006,24 min,1 Season,Netflix,16+,8.2/10,66/100,"New student Haruhi stumbles on the Ouran High School Host Club, an all-male group that makes money by entertaining the girls of the school."
Scooby-Doo! Mystery Incorporated,2010,23 min,2 Seasons,Outra,7+,8.0/10,66/100,"Fredrick ""Fred"" Jones, Jr., Daphne Blake, Velma Dinkley, Norville ""Shaggy"" Rogers, and Scooby-Doo make up the team of teenage mystery solvers who live in a small town called Crystal Cove, the self-proclaimed ""Most Hauntedest Place on Earth"". The town's long history of strange disappearances and ghost and monster sightings form the basis for its thriving tourist industry, and as such, the gang's parents and some people (mostly Mayor Fred Jones Sr. and Sheriff Bronson Stone) are not happy that their children are debunking all the supernatural goings-on that bring in so much revenue as the overwrought schemes of charlatans and criminals. In addition to the traditional cases they always solve, the team finds itself being nudged into the uncovering of a dark secret that is hidden in the past of Crystal Cove, covered up by parties unknown. The new Mystery Incorporated is following cryptic hints from a faceless mystery-man known only as ""Mr. E"". The new Mystery Incorporated is unearthing the legend of a cursed Conquistador treasure, the secret history of Crystal Cove's founding Darrow Family, and the mysterious, unsolved case involving four mystery-solving youths and their pet-the original Mystery Incorporated. Standing in the way of their solving this mystery, however, are the romantic entanglements pulling the kids apart: Shaggy finds himself unable to put his new romance with Velma ahead of his longtime friendship with Scooby, while Daphne pines for a trap-obsessed Fred, who obliviously struggles to realize he shares her feelings too. As they investigate further the mystery about the curse of Crystal Cove, they discover that a creature known as ""The Freak of Crystal Cove"" threatens and stalks anyone who comes near the haunted treasure. They uncover the Freak's true identity to be Mayor Fred Jones Sr. who reveals that Fred's true parents are Brad and Judy from the original Mystery, Inc. In the aftermath, Fred goes off to find his real parents and breaks his engagement with Daphne, declaring that ""Mystery, Inc. is dead"". Shaggy's parents send Shaggy to a military academy and Scooby-Doo to a farm. As Professor Pericles flaunts his two pieces of the Planospheric Disc, Scooby-Doo vows to get the gang back together and go after him."
The Untamed,2019,50 min,1 Season,Netflix,16+,9.0/10,66/100,"In a magical world of inter-clan rivalry, two soulmates face treacherous schemes and uncover a dark mystery linked to a tragic event in the past."
Stranger,2017,60 min,2 Seasons,Netflix,18+,8.6/10,66/100,"With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption."
El Chapo,2017,43 min,3 Seasons,Netflix,18+,7.8/10,66/100,"This drama series chronicles the true story of the rise, capture and escape of notorious Mexican drug lord Joaquín ""El Chapo"" Guzmán."
Great News,2017,22 min,2 Seasons,Netflix,7+,7.0/10,66/100,A TV news producer's ambitions take an awkward turn when her mother rejoins the workforce and snags a job as the station's newest intern.
The Get Down,2016,52 min,2 Seasons,Netflix,16+,8.3/10,66/100,"In 1977 New York City, the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history."
The Naked Director,2019,48 min,2 Seasons,Netflix,18+,7.7/10,66/100,"In 1980s Japan, one determined man turned every crushing setback into opportunity. His name was Toru Muranishi, and he revolutionized his industry."
Rise of Empires: Ottoman,2020,44 min,1 Season,Netflix,18+,7.9/10,66/100,Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.
Club de Cuervos,2015,40 min,4 Seasons,Outra,18+,8.2/10,66/100,
My Mister,2018,70 min,1 Season,Netflix,,9.1/10,66/100,"In a world that is less than kind, a young woman and a middle-aged man develop a sense of kinship as they find warmth and comfort in one another."
Toradora!,2008,24 min,1 Season,Netflix,16+,8.0/10,66/100,"Menacing in appearance but gentle at heart, Ryūji forms an unlikely friendship with Taiga, a tiny girl with a sharp tongue and a tough attitude."
The Baby-Sitters Club,2020,,1 Season,Netflix,7+,7.4/10,66/100,Ann M. Martin's beloved books get a modern update in this series that follows a group of girlfriends and their homegrown babysitting business.
Carole & Tuesday,2019,22 min,1 Seasons,Outra,7+,7.9/10,66/100,
Van Helsing,2016,43 min,4 Seasons,Netflix,16+,6.2/10,66/100,"After three years in a coma, Vanessa awakens to a world ravaged by vampires. Now, she and a motley band of fellow survivors fight to stay alive."
Vincenzo,2021,80 min,1 Season,Netflix,,8.5/10,66/100,"During a visit to his motherland, a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicine with a side of justice."
The Night Shift,2014,42 min,4 Seasons,Netflix,16+,7.4/10,66/100,"After returning from a dangerous tour of duty, an Army doctor finds that working the night shift at a San Antonio hospital can be treacherous, too."
"Pablo Escobar, The Drug Lord",2012,,,Outra,18+,8.5/10,66/100,
No Game No Life,2014,,1 Season,Netflix,16+,7.8/10,66/100,Legendary gamer siblings Sora and Shiro are transported to a world where life is a series of games and humanity is in grave danger of extinction.
The King: Eternal Monarch,2020,70 min,1 Season,Netflix,16+,8.3/10,66/100,"A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective."
Eden,2021,,1 Season,Netflix,7+,6.7/10,65/100,"A human girl secretly raised by robots starts to uncover the dark secrets behind her lush, utopian world where humanity has all but vanished."
Stateless,2020,316 min,1 Season,Netflix,16+,7.6/10,65/100,"Four strangers — a woman on the run, a brave refugee, a driven bureaucrat and a struggling dad — intersect at an Australian immigration detention center."
High Score,2020,252 min,1 Season,Netflix,16+,7.4/10,65/100,"This docuseries traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life."
Hospital Playlist,2020,84 min,2 Seasons,Netflix,12+,8.7/10,65/100,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist."
Dash & Lily,2020,,1 Seasons,Outra,7+,8.0/10,65/100,
The Confession Tapes,2017,46 min,2 Seasons,Netflix,16+,7.5/10,65/100,"This true crime documentary series investigates cases where people convicted of murder claim their confessions were coerced, involuntary or false."
Black Butler,2008,24 min,3 Seasons,Netflix,18+,7.8/10,65/100,"In Victorian London, 12-year-old business magnate Ciel Phantomhive thwarts dangers to the queen as he's watched over by his demon butler, Sebastian."
The Rain,2018,45 min,3 Seasons,Netflix,18+,6.3/10,65/100,"Six years after a brutal virus wipes out most of Scandinavia's population, two siblings join a band of young survivors seeking safety – and answers."
Love Is Blind,2020,89 min,1 Season,Netflix,18+,6.1/10,65/100,"Nick and Vanessa Lachey host this social experiment where single men and women look for love and get engaged, all before meeting in person."
Trial by Media,2020,,1 Seasons,Outra,16+,7.2/10,65/100,
Wormwood,2017,241 min,1 Season,Netflix,16+,7.0/10,65/100,"In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra."
Fear City: New York vs The Mafia,2020,,1 Season,Netflix,18+,7.1/10,65/100,"Five Mafia families ruled New York with a bloody fist in the 1970s and '80s, until a group of federal agents tried the unthinkable: taking them down."
Sorjonen,2016,,,Outra,18+,7.6/10,65/100,
Crashing,2016,30 min,1 Season,Netflix,15+,7.7/10,65/100,"In exchange for low rent, a hodgepodge group of 20-something tenants set up residence as property guards in a disused hospital, where hilarity ensues."
Forged in Fire,2015,42 min,1 Season,Netflix,7+,8.4/10,65/100,Bladesmiths vie for a cash prize by forging the best metal weapons from the pages of history in this competition series featuring expert judges.
